Cycle,Week,Subject,URL,Title,EmbedUrl
2,6,History,https://ccconnected.com/content/asset/fullScreen/3510,"History - Cycle 2, Week 06 - Memory Work Audio",https://classicalconversations.widen.net/content/srszqusy2l/mp3/FD---Memory-Work---History---C2-W06.mp3?u=zq6gep
2,6,Latin,https://ccconnected.com/content/asset/fullScreen/10932,"Latin - Cycle 2, Weeks 05-06 - Memory Work Audio",https://classicalconversations.widen.net/content/azfdyn9wuy/mp3/FD---Memory-Work---Latin---C2---W06.mp3?u=zq6gep
2,6,Math,https://ccconnected.com/content/asset/fullScreen/3710,"Math - All Cycles, Week 06  - Memory Work Audio",https://classicalconversations.widen.net/content/f9n1d0m9hq/mp3/FD---Memory-Work---Math---C2-W06.mp3?u=zq6gep
2,6,Science,https://ccconnected.com/content/asset/fullScreen/3574,"Science - Cycle 2, Week 06 - Memory Work Audio",https://classicalconversations.widen.net/content/pt5saoezbj/mp3/FD---Memory-Work---Science---C2-W06.mp3?u=zq6gep
2,6,Timeline,https://ccconnected.com/content/asset/fullScreen/3610,"Timeline - All Cycles, Week 06 - Memory Work Audio Narration",https://classicalconversations.widen.net/content/2x1uwghzva/mp3/FD---Memory-Work---Timeline---C2-W06-Narration.mp3?u=zq6gep
2,7,English Grammar,https://ccconnected.com/content/asset/fullScreen/3529,"English Grammar - Cycle 2, Week 07 - Memory Work Audio",https://classicalconversations.widen.net/content/mbezuyahys/mp3/FD---Memory-Work---English-Grammar---C2-W07.mp3?u=zq6gep
2,7,Geography,https://ccconnected.com/content/asset/fullScreen/3549,"Geography - Cycle 2, Week 07 - Memory Work Audio",https://classicalconversations.widen.net/content/3jddnpsh67/mp3/FD---Memory-Work---Geography---C2-W07.mp3?u=zq6gep
2,7,History,https://ccconnected.com/content/asset/fullScreen/3509,"History - Cycle 2, Week 07 - Memory Work Audio",https://classicalconversations.widen.net/content/t4fanvraxf/mp3/FD---Memory-Work---History---C2-W07.mp3?u=zq6gep
2,7,Latin,https://ccconnected.com/content/asset/fullScreen/6349,"Latin - Cycle 2, Weeks 07-08 - Memory Work Audio",https://classicalconversations.widen.net/content/c9usn2acyq/mp3/FD---Memory-Work---Latin---C2---W07.mp3?u=zq6gep
2,7,Math,https://ccconnected.com/content/asset/fullScreen/3711,"Math - All Cycles, Week 07 - Memory Work Audio",https://classicalconversations.widen.net/content/0xusu3vnih/mp3/FD---Memory-Work---Math---C2-W07.mp3?u=zq6gep
2,7,Science,https://ccconnected.com/content/asset/fullScreen/3573,"Science - Cycle 2, Week 07 - Memory Work Audio",https://classicalconversations.widen.net/content/zrlssiq6i1/mp3/FD---Memory-Work---Science---C2-W07.mp3?u=zq6gep
2,7,Timeline,https://ccconnected.com/content/asset/fullScreen/3608,"Timeline - All Cycles, Week 07 - Memory Work Audio Narration",https://classicalconversations.widen.net/content/m07wxehpus/mp3/FD---Memory-Work---Timeline---C2-W07-Narration.mp3?u=zq6gep
2,8,English Grammar,https://ccconnected.com/content/asset/fullScreen/3551,"English Grammar - Cycle 2, Week 08 - Memory Work Audio",https://classicalconversations.widen.net/content/xv0srzw2ya/mp3/FD---Memory-Work---English-Grammar---C2-W08.mp3?u=zq6gep
2,8,Geography,https://ccconnected.com/content/asset/fullScreen/3550,"Geography - Cycle 2, Week 08 - Memory Work Audio",https://classicalconversations.widen.net/content/tklilmyt5k/mp3/FD---Memory-Work---Geography---C2-W08.mp3?u=zq6gep
2,8,History,https://ccconnected.com/content/asset/fullScreen/3511,"History - Cycle 2, Week 08 - Memory Work Audio",https://classicalconversations.widen.net/content/iqntcrcxnn/mp3/FD---Memory-Work---History---C2-W08.mp3?u=zq6gep
2,8,Latin,https://ccconnected.com/content/asset/fullScreen/10931,"Latin - Cycle 2, Weeks 07-08 - Memory Work Audio",https://classicalconversations.widen.net/content/pgprapc7ns/mp3/FD---Memory-Work---Latin---C2---W08.mp3?u=zq6gep
2,8,Math,https://ccconnected.com/content/asset/fullScreen/3712,"Math - All Cycles, Week 08 - Memory Work Audio",https://classicalconversations.widen.net/content/8kclcwkuyi/mp3/FD---Memory-Work---Math---C2-W08.mp3?u=zq6gep
2,8,Science,https://ccconnected.com/content/asset/fullScreen/3569,"Science - Cycle 2, Week 08 - Memory Work Audio",https://classicalconversations.widen.net/content/kxwfubnwkc/mp3/FD---Memory-Work---Science---C2-W08.mp3?u=zq6gep
2,8,Timeline,https://ccconnected.com/content/asset/fullScreen/3607,"Timeline - All Cycles, Week 08 - Memory Work Audio Narration",https://classicalconversations.widen.net/content/akjz9igju0/mp3/FD---Memory-Work---Timeline---C2-W08-Narration.mp3?u=zq6gep
2,9,English Grammar,https://ccconnected.com/content/asset/fullScreen/3548,"English Grammar - Cycle 2, Week 09 - Memory Work Audio",https://classicalconversations.widen.net/content/x1quias4p9/mp3/FD---Memory-Work---English-Grammar---C2-W09.mp3?u=zq6gep
2,9,Geography,https://ccconnected.com/content/asset/fullScreen/3575,"Geography - Cycle 2, Week 09 - Memory Work Audio",https://classicalconversations.widen.net/content/gyodlw6108/mp3/FD---Memory-Work---Geography---C2-W09.mp3?u=zq6gep
2,9,History,https://ccconnected.com/content/asset/fullScreen/3512,"History - Cycle 2, Week 09 - Memory Work Audio",https://classicalconversations.widen.net/content/mpkwjl27qi/mp3/FD---Memory-Work---History---C2-W09.mp3?u=zq6gep
2,9,Latin,https://ccconnected.com/content/asset/fullScreen/6351,"Latin - Cycle 2, Weeks 09-10 - Memory Work Audio",https://classicalconversations.widen.net/content/jzxunvseys/mp3/FD---Memory-Work---Latin---C2---W09.mp3?u=zq6gep
2,9,Math,https://ccconnected.com/content/asset/fullScreen/3713,"Math - All Cycles, Week 09 - Memory Work Audio",https://classicalconversations.widen.net/content/0eo3k52jvn/mp3/FD---Memory-Work---Math---C2-W09.mp3?u=zq6gep
2,9,Science,https://ccconnected.com/content/asset/fullScreen/3592,"Science - Cycle 2, Week 09 - Memory Work Audio",https://classicalconversations.widen.net/content/ekn8o8ylyj/mp3/FD---Memory-Work---Science---C2-W09.mp3?u=zq6gep
2,9,Timeline,https://ccconnected.com/content/asset/fullScreen/3609,"Timeline - All Cycles, Week 09 - Memory Work Audio Narration",https://classicalconversations.widen.net/content/2kqhzhvtib/mp3/FD---Memory-Work---Timeline---C2-W09-Narration.mp3?u=zq6gep
2,10,English Grammar,https://ccconnected.com/content/asset/fullScreen/3547,"English Grammar - Cycle 2, Week 10 - Memory Work Audio",https://classicalconversations.widen.net/content/ngw1q1gvbk/mp3/FD---Memory-Work---English-Grammar---C2-W10.mp3?u=zq6gep
2,10,Geography,https://ccconnected.com/content/asset/fullScreen/3570,"Geography - Cycle 2, Week 10 - Memory Work Audio",https://classicalconversations.widen.net/content/yxpbe32bkh/mp3/FD---Memory-Work---Geography---C2-W10.mp3?u=zq6gep
2,10,History,https://ccconnected.com/content/asset/fullScreen/3508,"History - Cycle 2, Week 10 - Memory Work Audio",https://classicalconversations.widen.net/content/3mlu4fu3hh/mp3/FD---Memory-Work---History---C2-W10.mp3?u=zq6gep
2,10,Latin,https://ccconnected.com/content/asset/fullScreen/10930,"Latin - Cycle 2, Weeks 09-10 - Memory Work Audio",https://classicalconversations.widen.net/content/epr9gnexoo/mp3/FD---Memory-Work---Latin---C2---W10.mp3?u=zq6gep
2,10,Math,https://ccconnected.com/content/asset/fullScreen/3716,"Math - All Cycles, Week 10 - Memory Work Audio",https://classicalconversations.widen.net/content/tycrr3stpe/mp3/FD---Memory-Work---Math---C2-W10.mp3?u=zq6gep
2,10,Science,https://ccconnected.com/content/asset/fullScreen/3591,"Science - Cycle 2, Week 10 - Memory Work Audio",https://classicalconversations.widen.net/content/fenhipweuk/mp3/FD---Memory-Work---Science---C2-W10.mp3?u=zq6gep
2,10,Timeline,https://ccconnected.com/content/asset/fullScreen/3605,"Timeline - All Cycles, Week 10 - Memory Work Audio Narration",https://classicalconversations.widen.net/content/1lqpht7zfl/mp3/FD---Memory-Work---Timeline---C2-W10-Narration.mp3?u=zq6gep
2,11,English Grammar,https://ccconnected.com/content/asset/fullScreen/3543,"English Grammar - Cycle 2, Week 11 - Memory Work Audio",https://classicalconversations.widen.net/content/otwhapjrem/mp3/FD---Memory-Work---English-Grammar---C2-W11.mp3?u=zq6gep
2,11,Geography,https://ccconnected.com/content/asset/fullScreen/3571,"Geography - Cycle 2, Week 11 - Memory Work Audio",https://classicalconversations.widen.net/content/nzhwdog9a7/mp3/FD---Memory-Work---Geography---C2-W11.mp3?u=zq6gep
2,11,History,https://ccconnected.com/content/asset/fullScreen/3515,"History - Cycle 2, Week 11 - Memory Work Audio",https://classicalconversations.widen.net/content/fudfpsfg8t/mp3/FD---Memory-Work---History---C2-W11.mp3?u=zq6gep
2,11,Latin,https://ccconnected.com/content/asset/fullScreen/6350,"Latin - Cycle 2, Weeks 11-12 - Memory Work Audio",https://classicalconversations.widen.net/content/ufb0dzxzy5/mp3/FD---Memory-Work---Latin---C2---W11.mp3?u=zq6gep
2,11,Math,https://ccconnected.com/content/asset/fullScreen/3714,"Math - All Cycles, Week 11 - Memory Work Audio",https://classicalconversations.widen.net/content/slizfenjpa/mp3/FD---Memory-Work---Math---C2-W11.mp3?u=zq6gep
2,11,Science,https://ccconnected.com/content/asset/fullScreen/3593,"Science - Cycle 2, Week 11 - Memory Work Audio",https://classicalconversations.widen.net/content/zwwofxkr6t/mp3/FD---Memory-Work---Science---C2-W11.mp3?u=zq6gep
2,11,Timeline,https://ccconnected.com/content/asset/fullScreen/3604,"Timeline - All Cycles, Week 11 - Memory Work Audio Narration",https://classicalconversations.widen.net/content/0xenehlqqt/mp3/FD---Memory-Work---Timeline---C2-W11-Narration.mp3?u=zq6gep
2,12,English Grammar,https://ccconnected.com/content/asset/fullScreen/3544,"English Grammar - Cycle 2, Week 12 - Memory Work Audio",https://classicalconversations.widen.net/content/5w26shpojo/mp3/FD---Memory-Work---English-Grammar---C2-W12.mp3?u=zq6gep
2,12,Geography,https://ccconnected.com/content/asset/fullScreen/3567,"Geography - Cycle 2, Week 12 - Memory Work Audio",https://classicalconversations.widen.net/content/otbdfchzaw/mp3/FD---Memory-Work---Geography---C2-W12.mp3?u=zq6gep
2,12,History,https://ccconnected.com/content/asset/fullScreen/3513,"History - Cycle 2, Week 12 - Memory Work Audio",https://classicalconversations.widen.net/content/1wzbajliwn/mp3/FD---Memory-Work---History---C2-W12.mp3?u=zq6gep
2,12,Latin,https://ccconnected.com/content/asset/fullScreen/10929,"Latin - Cycle 2, Weeks 11-12 - Memory Work Audio",https://classicalconversations.widen.net/content/xersgfakqu/mp3/FD---Memory-Work---Latin---C2---W12.mp3?u=zq6gep
2,12,Math,https://ccconnected.com/content/asset/fullScreen/3725,"Math - All Cycles, Week 12 - Memory Work Audio",https://classicalconversations.widen.net/content/iexvns0r7h/mp3/FD---Memory-Work---Math---C2-W12.mp3?u=zq6gep
2,12,Science,https://ccconnected.com/content/asset/fullScreen/3588,"Science - Cycle 2, Week 12 - Memory Work Audio",https://classicalconversations.widen.net/content/s7jyjnyj5z/mp3/FD---Memory-Work---Science---C2-W12.mp3?u=zq6gep
2,12,Timeline,https://ccconnected.com/content/asset/fullScreen/3620,"Timeline - All Cycles, Week 12 - Memory Work Audio Narration",https://classicalconversations.widen.net/content/yjpiuxucxi/mp3/FD---Memory-Work---Timeline---C2-W12-Narration.mp3?u=zq6gep
2,13,English Grammar,https://ccconnected.com/content/asset/fullScreen/3545,"English Grammar - Cycle 2, Week 13 - Memory Work Audio",https://classicalconversations.widen.net/content/eonljq9kas/mp3/FD---Memory-Work---English-Grammar---C2-W13.mp3?u=zq6gep
2,13,Geography,https://ccconnected.com/content/asset/fullScreen/3572,"Geography - Cycle 2, Week 13 - Memory Work Audio",https://classicalconversations.widen.net/content/7wpzmnp1s8/mp3/FD---Memory-Work---Geography---C2-W13.mp3?u=zq6gep
2,13,History,https://ccconnected.com/content/asset/fullScreen/3518,"History - Cycle 2, Week 13 - Memory Work Audio",https://classicalconversations.widen.net/content/oycz69e81a/mp3/FD---Memory-Work---History---C2-W13.mp3?u=zq6gep
2,13,Latin,https://ccconnected.com/content/asset/fullScreen/6448,"Latin - Cycle 2, Weeks 13-14 - Memory Work Audio",https://classicalconversations.widen.net/content/3urn2ujmlx/mp3/FD---Memory-Work---Latin---C2---W13.mp3?u=zq6gep
2,13,Math,https://ccconnected.com/content/asset/fullScreen/3723,"Math - All Cycles, Week 13 - Memory Work Audio",https://classicalconversations.widen.net/content/eabqmlgony/mp3/FD---Memory-Work---Math---C2-W13.mp3?u=zq6gep
2,13,Science,https://ccconnected.com/content/asset/fullScreen/3590,"Science - Cycle 2, Week 13 - Memory Work Audio",https://classicalconversations.widen.net/content/ddo7myo6f1/mp3/FD---Memory-Work---Science---C2-W13.mp3?u=zq6gep
2,13,Timeline,https://ccconnected.com/content/asset/fullScreen/3617,"Timeline - All Cycles, Week 13 - Memory Work Audio Narration",https://classicalconversations.widen.net/content/dfdyveuncs/mp3/FD---Memory-Work---Timeline---C2-W13-Narration.mp3?u=zq6gep
2,14,English Grammar,https://ccconnected.com/content/asset/fullScreen/3546,"English Grammar - Cycle 2, Week 14 - Memory Work Audio",https://classicalconversations.widen.net/content/2xlgcpleo3/mp3/FD---Memory-Work---English-Grammar---C2-W14.mp3?u=zq6gep
2,14,Geography,https://ccconnected.com/content/asset/fullScreen/3568,"Geography - Cycle 2, Week 14 - Memory Work Audio",https://classicalconversations.widen.net/content/0dqslabgcv/mp3/FD---Memory-Work---Geography---C2-W14.mp3?u=zq6gep
2,14,History,https://ccconnected.com/content/asset/fullScreen/3516,"History - Cycle 2, Week 14 - Memory Work Audio",https://classicalconversations.widen.net/content/riaekngjkd/mp3/FD---Memory-Work---History---C2-W14.mp3?u=zq6gep
2,14,Latin,https://ccconnected.com/content/asset/fullScreen/10928,"Latin - Cycle 2, Weeks 13-14 - Memory Work Audio",https://classicalconversations.widen.net/content/pnhmehaicn/mp3/FD---Memory-Work---Latin---C2---W14.mp3?u=zq6gep
2,14,Math,https://ccconnected.com/content/asset/fullScreen/3722,"Math - All Cycles, Week 14 - Memory Work Audio",https://classicalconversations.widen.net/content/ljpb8j2wve/mp3/FD---Memory-Work---Math---C2-W14.mp3?u=zq6gep
2,14,Science,https://ccconnected.com/content/asset/fullScreen/3589,"Science - Cycle 2, Week 14 - Memory Work Audio",https://classicalconversations.widen.net/content/jzgg9osk3k/mp3/FD---Memory-Work---Science---C2-W14.mp3?u=zq6gep
2,14,Timeline,https://ccconnected.com/content/asset/fullScreen/3618,"Timeline - All Cycles, Week 14 - Memory Work Audio Narration",https://classicalconversations.widen.net/content/ihheizsnij/mp3/FD---Memory-Work---Timeline---C2-W14-Narration.mp3?u=zq6gep
2,15,English Grammar,https://ccconnected.com/content/asset/fullScreen/3539,"English Grammar - Cycle 2, Week 15 - Memory Work Audio",https://classicalconversations.widen.net/content/omra6pigfl/mp3/FD---Memory-Work---English-Grammar---C2-W15.mp3?u=zq6gep
2,15,Geography,https://ccconnected.com/content/asset/fullScreen/3562,"Geography - Cycle 2, Week 15 - Memory Work Audio",https://classicalconversations.widen.net/content/xpqz90xgbs/mp3/FD---Memory-Work---Geography---C2-W15.mp3?u=zq6gep
2,15,History,https://ccconnected.com/content/asset/fullScreen/3517,"History - Cycle 2, Week 15 - Memory Work Audio",https://classicalconversations.widen.net/content/mrvebnqcbp/mp3/FD---Memory-Work---History---C2-W15.mp3?u=zq6gep
2,15,Latin,https://ccconnected.com/content/asset/fullScreen/6447,"Latin - Cycle 2, Weeks 15-16 - Memory Work Audio",https://classicalconversations.widen.net/content/wteq9prgm1/mp3/FD---Memory-Work---Latin---C2---W15.mp3?u=zq6gep
2,15,Math,https://ccconnected.com/content/asset/fullScreen/3720,"Math - All Cycles, Week 15 - Memory Work Audio",https://classicalconversations.widen.net/content/tt2tr9jhrg/mp3/FD---Memory-Work---Math---C2-W15.mp3?u=zq6gep
2,15,Science,https://ccconnected.com/content/asset/fullScreen/3586,"Science - Cycle 2, Week 15 - Memory Work Audio",https://classicalconversations.widen.net/content/fvevfhgfrt/mp3/FD---Memory-Work---Science---C2-W15.mp3?u=zq6gep
2,15,Timeline,https://ccconnected.com/content/asset/fullScreen/3615,"Timeline - All Cycles, Week 15 - Memory Work Audio Narration",https://classicalconversations.widen.net/content/t17zvoqgha/mp3/FD---Memory-Work---Timeline---C2-W15-Narration.mp3?u=zq6gep
2,16,English Grammar,https://ccconnected.com/content/asset/fullScreen/3540,"English Grammar - Cycle 2, Week 16 - Memory Work Audio",https://classicalconversations.widen.net/content/pipoydpdmb/mp3/FD---Memory-Work---English-Grammar---C2-W16.mp3?u=zq6gep
2,16,Geography,https://ccconnected.com/content/asset/fullScreen/3563,"Geography - Cycle 2, Week 16 - Memory Work Audio",https://classicalconversations.widen.net/content/jj7ue5wuom/mp3/FD---Memory-Work---Geography---C2-W16.mp3?u=zq6gep
2,16,History,https://ccconnected.com/content/asset/fullScreen/3514,"History - Cycle 2, Week 16 - Memory Work Audio",https://classicalconversations.widen.net/content/jqcappbjuf/mp3/FD---Memory-Work---History---C2-W16.mp3?u=zq6gep
2,16,Latin,https://ccconnected.com/content/asset/fullScreen/10939,"Latin - Cycle 2, Weeks 15-16 - Memory Work Audio",https://classicalconversations.widen.net/content/6eo0st3hyw/mp3/FD---Memory-Work---Latin---C2---W16.mp3?u=zq6gep
2,16,Math,https://ccconnected.com/content/asset/fullScreen/3721,"Math - All Cycles, Week 16 - Memory Work Audio",https://classicalconversations.widen.net/content/p7of29uok5/mp3/FD---Memory-Work---Math---C2-W16.mp3?u=zq6gep
2,16,Science,https://ccconnected.com/content/asset/fullScreen/3583,"Science - Cycle 2, Week 16 - Memory Work Audio",https://classicalconversations.widen.net/content/wqylheej6c/mp3/FD---Memory-Work---Science---C2-W16.mp3?u=zq6gep
2,16,Timeline,https://ccconnected.com/content/asset/fullScreen/3614,"Timeline - All Cycles, Week 16 - Memory Work Audio Narration",https://classicalconversations.widen.net/content/ezuaw6prdu/mp3/FD---Memory-Work---Timeline---C2-W16-Narration.mp3?u=zq6gep
2,17,English Grammar,https://ccconnected.com/content/asset/fullScreen/3541,"English Grammar - Cycle 2, Week 17 - Memory Work Audio",https://classicalconversations.widen.net/content/kobhd5ujmg/mp3/FD---Memory-Work---English-Grammar---C2-W17.mp3?u=zq6gep
2,17,Geography,https://ccconnected.com/content/asset/fullScreen/3564,"Geography - Cycle 2, Week 17 - Memory Work Audio",https://classicalconversations.widen.net/content/n3swtapkcx/mp3/FD---Memory-Work---Geography---C2-W17.mp3?u=zq6gep
